ID,Sex,Age,AgeGroup,EthnicGroup,Education,SES,DeprivationIndex,Victim,confpolice,antisoc
136817330.0,Male,70.0,6,White,99,5.0,99.0,0.0,99.0,1.22
136818010.0,Male,78.0,7,White,University,1.0,99.0,0.0,0.613168006372206,0.46
136818050.0,Female,50.0,4,White,GCSE,1.0,99.0,0.0,-1.0214176590465196,0.51
136818090.0,Male,67.0,6,White,University,1.0,99.0,1.0,-2.2194369666204925,-0.24
136818130.0,Male,74.0,6,White,ALevel,5.0,99.0,0.0,-0.5543931832125979,-1.41
136818170.0,Male,37.0,3,White,University,1.0,99.0,0.0,-0.0366051773967282,-1.32
136818210.0,Female,30.0,2,White,University,5.0,99.0,0.0,0.2273651785094013,1.22
136818250.0,Male,17.0,1,White,GCSE,4.0,99.0,0.0,0.1461435305382845,-0.69
136819010.0,Female,53.0,4,White,University,1.0,99.0,0.0,-0.1381322373606242,-0.31
136819050.0,Male,36.0,3,White,GCSE,5.0,99.0,0.0,0.6233207123685957,0.78
136819130.0,Female,48.0,4,White,University,1.0,99.0,0.0,0.1562962365346741,99.0
136819210.0,Male,70.0,6,White,University,1.0,99.0,0.0,99.0,1.22
136819250.0,Female,49.0,4,White,University,1.0,99.0,0.0,-0.3005755333028579,-0.01
136819290.0,Female,27.0,2,White,GCSE,2.0,99.0,0.0,0.3593503564624661,0.28
136819330.0,Female,49.0,4,White,University,1.0,99.0,0.0,-0.0975214133750658,-0.52
136820010.0,Male,44.0,3,White,University,1.0,5.0,0.0,-0.0975214133750658,-0.02
136820050.0,Female,69.0,6,White,99,5.0,5.0,0.0,99.0,99.0
136820130.0,Male,67.0,6,White,99,5.0,2.0,0.0,0.1562962365346741,0.7
136820170.0,Male,84.0,7,White,99,1.0,5.0,0.0,99.0,0.75
136820250.0,Male,67.0,6,Mixed,ALevel,5.0,3.0,0.0,-1.9656193167107523,-2.0
136821010.0,Female,64.0,5,White,University,3.0,3.0,0.0,1.0395816582205692,-0.16
136821050.0,Female,53.0,4,White,University,1.0,3.0,0.0,-0.0873687073786762,-0.79
136821090.0,Female,57.0,5,Asian or Asian British,University,1.0,3.0,0.0,0.3593503564624661,0.46
136821170.0,Male,58.0,5,Asian or Asian British,99,5.0,4.0,0.0,1.0801924822061275,0.94
136821210.0,Female,25.0,2,White,University,1.0,3.0,0.0,-0.3107282392992475,-0.22
136821250.0,Male,40.0,3,Black or Black British,University,4.0,3.0,0.0,0.1562962365346741,0.32
136822010.0,Male,47.0,4,White,University,1.0,3.0,0.0,-0.7980581271259483,-0.23
136822050.0,Male,62.0,5,White,Other,1.0,2.0,0.0,-1.2041663669815323,99.0
136822090.0,Male,34.0,2,Asian or Asian British,University,1.0,2.0,0.0,0.3593503564624661,99.0
136822130.0,Female,42.0,3,Asian or Asian British,University,1.0,3.0,1.0,-1.7524124907865708,-3.25
136822170.0,Female,40.0,3,White,GCSE,1.0,4.0,1.0,-0.0569105893895074,-0.23
136822210.0,Female,38.0,3,White,University,1.0,4.0,0.0,-1.2752353089562596,0.02
136822250.0,Female,45.0,4,White,Other,1.0,4.0,1.0,0.3593503564624661,-0.54
136823010.0,Female,68.0,6,White,GCSE,2.0,5.0,0.0,-0.0366051773967282,-0.01
136823050.0,Male,56.0,5,Asian or Asian British,GCSE,1.0,5.0,0.0,-0.1381322373606242,0.75
136823130.0,Male,52.0,4,White,99,3.0,2.0,0.0,0.3593503564624661,-0.01
136823170.0,Male,34.0,2,White,ALevel,1.0,2.0,0.0,-0.3310336512920266,-1.17
136823250.0,Female,64.0,5,White,99,2.0,1.0,0.0,0.3593503564624661,-0.23
136823290.0,Male,67.0,6,White,ALevel,4.0,3.0,0.0,-0.0873687073786762,-0.23
136824170.0,Female,75.0,7,White,GCSE,1.0,5.0,0.0,0.1969070605202325,1.0
136825010.0,Male,65.0,6,Black or Black British,GCSE,4.0,1.0,0.0,0.3593503564624661,0.26
136825050.0,Male,40.0,3,Black or Black British,ALevel,4.0,1.0,0.0,0.3593503564624661,0.7
136825090.0,Female,36.0,3,Black or Black British,University,4.0,1.0,1.0,-2.0163828466927005,-2.81
136825130.0,Female,36.0,3,Black or Black British,University,4.0,1.0,1.0,-1.3666096629237658,-0.96
136825170.0,Male,24.0,1,Black or Black British,GCSE,5.0,1.0,0.0,-2.77783579642192,-1.45
136825210.0,Female,39.0,3,White,University,1.0,1.0,0.0,0.4202665924408038,-0.24
136825250.0,Male,43.0,3,Black or Black British,GCSE,6.0,1.0,0.0,0.3593503564624661,0.3
136826050.0,Male,56.0,5,Chinese or other,99,4.0,4.0,0.0,0.613168006372206,1.22
136826170.0,Female,25.0,2,Asian or Asian British,ALevel,5.0,3.0,0.0,99.0,99.0
136826210.0,Female,76.0,7,White,99,3.0,3.0,0.0,99.0,99.0
136827050.0,Female,29.0,2,Asian or Asian British,University,5.0,3.0,0.0,1.1208033061916862,0.56
136827090.0,Male,37.0,3,Asian or Asian British,99,1.0,1.0,1.0,99.0,-0.64
136827130.0,Male,37.0,3,White,University,1.0,3.0,1.0,-0.3513390632848059,-0.0
136827170.0,Female,52.0,4,White,University,3.0,3.0,0.0,-1.0518757770356884,-0.53
136827210.0,Female,69.0,6,White,University,5.0,4.0,0.0,0.866985656281946,0.25
136827250.0,Female,69.0,6,Asian or Asian British,99,5.0,1.0,0.0,1.7807291959570102,-2.73
136827290.0,Male,37.0,3,Black or Black British,GCSE,6.0,1.0,0.0,1.354315544108647,0.47
136828010.0,Female,30.0,2,Asian or Asian British,University,3.0,5.0,0.0,-0.1482849433570138,-2.8
136828090.0,Female,42.0,3,White,University,1.0,4.0,0.0,1.0700397762097382,-0.21
136828170.0,Male,59.0,5,White,ALevel,4.0,4.0,0.0,0.1664489425310637,-0.74
136828210.0,Female,89.0,7,White,University,5.0,4.0,0.0,-0.0975214133750658,0.56
136828250.0,Female,54.0,4,White,University,1.0,5.0,0.0,1.0700397762097382,-0.26
136828290.0,Female,45.0,4,White,University,1.0,3.0,1.0,0.917749186263894,-0.17
136829010.0,Male,22.0,1,White,GCSE,5.0,2.0,0.0,0.3593503564624661,99.0
136829130.0,Male,48.0,4,White,99,5.0,2.0,0.0,-0.3817971812739746,-0.21
136829250.0,Male,38.0,3,Black or Black British,University,1.0,1.0,0.0,0.613168006372206,0.54
136829290.0,Female,32.0,2,White,University,5.0,3.0,0.0,1.7807291959570102,0.17
136830010.0,Male,99.0,2,Asian or Asian British,Other,6.0,1.0,0.0,-0.7980581271259483,-2.71
136830050.0,Female,59.0,5,White,GCSE,5.0,1.0,0.0,1.5370642520436597,-1.8
136830090.0,Male,36.0,3,White,GCSE,5.0,1.0,0.0,-0.3513390632848059,-0.53
136830130.0,Male,99.0,2,White,GCSE,2.0,1.0,0.0,-1.1534028369995843,-1.99
136830250.0,Male,62.0,5,White,ALevel,4.0,1.0,0.0,0.3999611804480245,-0.93
136831010.0,Female,25.0,2,White,University,7.0,4.0,0.0,-2.919973680371375,-1.99
136831050.0,Female,36.0,3,Asian or Asian British,University,2.0,4.0,0.0,0.1562962365346741,0.95
136831090.0,Female,77.0,7,Black or Black British,University,1.0,2.0,0.0,1.0395816582205692,-0.44
136831250.0,Male,63.0,5,Asian or Asian British,University,1.0,3.0,0.0,0.6334734183649853,-0.01
136832050.0,Female,41.0,3,Black or Black British,University,1.0,2.0,0.0,-0.5137823592270396,99.0
136832090.0,Male,42.0,3,White,University,1.0,2.0,0.0,-0.75744730314039,-0.79
136832210.0,Female,42.0,3,White,GCSE,1.0,3.0,0.0,0.3593503564624661,-1.23
136832250.0,Male,25.0,2,White,University,5.0,2.0,1.0,-2.178826142634934,-1.98
136832290.0,Female,31.0,2,Asian or Asian British,University,1.0,1.0,0.0,1.3238574261194782,99.0
136833050.0,Male,34.0,2,White,University,1.0,3.0,0.0,-0.0975214133750658,-0.52
136833130.0,Female,38.0,3,Asian or Asian British,University,6.0,1.0,0.0,0.613168006372206,-0.3
136833250.0,Female,45.0,4,White,99,2.0,1.0,0.0,1.1208033061916862,-0.57
136833290.0,Female,41.0,3,White,University,1.0,4.0,0.0,0.1156854125491157,0.95
136834010.0,Male,58.0,5,White,University,2.0,2.0,0.0,-0.5950040071981564,-1.45
136834090.0,Female,37.0,3,Black or Black British,University,1.0,1.0,0.0,-1.9656193167107523,-1.01
136834130.0,Male,36.0,3,White,University,1.0,2.0,0.0,0.3593503564624661,-0.53
136834250.0,Male,46.0,4,White,99,5.0,1.0,0.0,0.3593503564624661,-2.36
136835010.0,Female,18.0,1,Asian or Asian British,ALevel,7.0,3.0,0.0,-0.067063295385897,0.05
136835170.0,Female,70.0,6,Black or Black British,99,4.0,1.0,0.0,1.2730938961375302,-0.94
136835210.0,Male,36.0,3,White,Other,7.0,4.0,0.0,-0.0569105893895074,99.0
136835250.0,Male,30.0,2,White,University,1.0,2.0,1.0,-0.605156713194546,-0.0
136836010.0,Male,36.0,3,Black or Black British,University,1.0,1.0,1.0,-0.1076741193714554,0.29
136836090.0,Female,26.0,2,White,University,1.0,2.0,1.0,-0.0975214133750658,-1.67
136836170.0,Male,50.0,4,White,University,3.0,2.0,0.0,-0.8082108331223379,-0.22
136836210.0,Male,63.0,5,Black or Black British,University,7.0,2.0,0.0,-0.8082108331223379,-2.46
136836250.0,Female,27.0,2,White,GCSE,6.0,2.0,0.0,0.3593503564624661,-0.48
136836290.0,Male,34.0,2,White,University,1.0,2.0,0.0,-0.5543931832125979,-0.19
136837010.0,Female,53.0,4,White,GCSE,5.0,1.0,0.0,-1.0011122470537404,-2.13
136837050.0,Male,16.0,1,Asian or Asian British,GCSE,3.0,2.0,0.0,0.1461435305382845,-0.0
136837090.0,Female,59.0,5,White,99,1.0,1.0,0.0,1.0395816582205692,0.3
136837130.0,Female,34.0,2,White,99,5.0,2.0,0.0,-1.5087475468732203,-0.43
136837170.0,Male,81.0,7,White,99,5.0,1.0,1.0,1.7807291959570102,-0.77
136837210.0,Female,75.0,7,White,99,5.0,1.0,0.0,0.3593503564624661,-0.45
136838090.0,Male,66.0,6,White,University,1.0,5.0,0.0,-0.5543931832125979,0.24
136838130.0,Male,65.0,6,White,99,5.0,3.0,0.0,-0.067063295385897,1.22
136838170.0,Male,39.0,3,White,ALevel,1.0,2.0,1.0,0.1766016485274533,-0.75
136838210.0,Female,37.0,3,White,ALevel,1.0,2.0,0.0,0.3593503564624661,0.69
136838250.0,Female,62.0,5,White,GCSE,4.0,2.0,0.0,-0.3005755333028579,-0.66
136839010.0,Female,62.0,5,White,GCSE,5.0,1.0,0.0,-0.2599647093172995,-0.76
136839090.0,Male,36.0,3,White,ALevel,3.0,1.0,0.0,-1.975772022707142,-1.16
136839130.0,Female,33.0,2,White,GCSE,5.0,2.0,0.0,-1.51890025286961,-0.69
136839170.0,Male,42.0,3,White,ALevel,5.0,1.0,1.0,-1.975772022707142,-0.4
136839210.0,Female,67.0,6,White,GCSE,4.0,4.0,0.0,-0.9706541290645716,-0.44
136839250.0,Female,84.0,7,White,99,5.0,3.0,0.0,-0.5137823592270396,0.45
136839290.0,Female,17.0,1,White,GCSE,1.0,2.0,0.0,-0.320880945295637,-1.16
136840050.0,Female,40.0,3,White,ALevel,5.0,1.0,0.0,-0.067063295385897,-2.13
136840210.0,Female,61.0,5,White,ALevel,3.0,5.0,0.0,-0.1381322373606242,1.22
136840290.0,Female,57.0,5,White,99,5.0,3.0,0.0,-1.2549298969634803,-0.99
136840330.0,Male,46.0,4,White,GCSE,3.0,2.0,0.0,0.1156854125491157,0.75
136841010.0,Male,71.0,6,White,ALevel,5.0,3.0,0.0,99.0,0.95
136841090.0,Female,60.0,5,White,ALevel,1.0,3.0,0.0,99.0,-0.23
136841130.0,Female,26.0,2,White,ALevel,1.0,2.0,0.0,-0.1279795313642346,-0.25
136841210.0,Male,46.0,4,White,ALevel,6.0,1.0,0.0,0.4202665924408038,0.99
136841250.0,Female,58.0,5,White,ALevel,1.0,5.0,1.0,-0.5036296532306499,0.45
136841290.0,Female,48.0,4,White,GCSE,5.0,1.0,0.0,99.0,0.74
136842010.0,Female,48.0,4,White,University,8.0,2.0,0.0,-2.422491086548284,1.22
136842050.0,Female,65.0,6,White,99,4.0,1.0,0.0,0.3999611804480245,0.5
136842090.0,Female,38.0,3,White,University,5.0,1.0,0.0,-2.4631019105338425,-2.42
136842130.0,Female,24.0,1,White,GCSE,4.0,2.0,0.0,0.3593503564624661,-0.46
136842170.0,Female,32.0,2,Asian or Asian British,University,1.0,3.0,0.0,0.866985656281946,0.47
136842210.0,Female,48.0,4,White,University,5.0,2.0,0.0,0.8771383622783356,-2.66
136842250.0,Female,81.0,7,White,99,1.0,3.0,0.0,0.5725571823866478,0.73
136842290.0,Female,52.0,4,White,GCSE,3.0,1.0,0.0,-0.3513390632848059,0.48
136843010.0,Male,55.0,5,White,University,4.0,4.0,0.0,-0.0873687073786762,0.54
136843050.0,Female,61.0,5,White,GCSE,5.0,2.0,0.0,-1.5087475468732203,-1.33
136843090.0,Female,62.0,5,White,ALevel,5.0,2.0,0.0,-0.0873687073786762,1.22
136843130.0,Male,26.0,2,White,GCSE,6.0,1.0,0.0,-2.067146376674648,-1.23
136843170.0,Male,29.0,2,White,GCSE,4.0,1.0,1.0,-0.0975214133750658,-1.67
136843250.0,Female,28.0,2,White,GCSE,5.0,1.0,0.0,-1.4579840168912723,-1.65
136844010.0,Male,59.0,5,White,University,3.0,4.0,0.0,0.1461435305382845,-0.23
136844130.0,Female,40.0,3,White,University,1.0,3.0,0.0,0.3999611804480245,-0.23
136844170.0,Female,35.0,3,White,University,1.0,5.0,0.0,-1.569663782851558,0.79
136844210.0,Female,58.0,5,White,University,1.0,3.0,0.0,-0.5239350652234291,-0.92
136844250.0,Male,49.0,4,White,99,3.0,2.0,1.0,-0.858974363104286,-1.48
136844290.0,Male,36.0,3,White,University,1.0,1.0,0.0,-0.0569105893895074,0.02
136845010.0,Female,71.0,6,White,University,1.0,3.0,0.0,0.1461435305382845,1.22
136845090.0,Female,86.0,7,White,99,5.0,1.0,0.0,99.0,1.22
136845170.0,Female,60.0,5,White,99,6.0,1.0,0.0,-0.3817971812739746,-3.42
136845210.0,Male,18.0,1,White,GCSE,5.0,5.0,0.0,-0.3817971812739746,0.24
136845250.0,Female,35.0,3,White,GCSE,5.0,2.0,0.0,1.7807291959570102,0.25
136845290.0,Male,46.0,4,White,ALevel,5.0,1.0,0.0,0.3593503564624661,1.0
136846130.0,Female,22.0,1,White,ALevel,7.0,5.0,0.0,-0.0975214133750658,-0.93
136847050.0,Male,30.0,2,White,ALevel,5.0,1.0,0.0,-2.2905059085952195,-1.96
136847090.0,Female,40.0,3,White,99,5.0,1.0,0.0,-1.1026393070176366,99.0
136847170.0,Female,83.0,7,White,99,2.0,1.0,0.0,0.1258381185455053,0.78
136847210.0,Female,29.0,2,White,GCSE,5.0,2.0,0.0,-0.1381322373606242,-0.23
136847250.0,Male,67.0,6,White,University,5.0,1.0,0.0,-2.8793628563858165,-0.7
136848010.0,Female,32.0,2,White,99,6.0,2.0,0.0,-0.6254621251873251,-0.84
136848050.0,Female,54.0,4,White,University,1.0,2.0,0.0,-0.0975214133750658,-0.67
136848090.0,Male,58.0,5,White,GCSE,3.0,3.0,0.0,-0.0061470594075594,99.0
136848170.0,Female,83.0,7,White,99,6.0,2.0,0.0,0.3593503564624661,-0.47
136848210.0,Female,38.0,3,White,University,1.0,2.0,1.0,-1.7625651967829603,-1.76
136848250.0,Female,69.0,6,White,99,4.0,2.0,0.0,1.0801924822061275,0.48
136848290.0,Female,58.0,5,White,99,2.0,2.0,1.0,-0.0569105893895074,-0.7
136849050.0,Female,56.0,5,White,GCSE,2.0,4.0,0.0,-0.1279795313642346,0.24
136849130.0,Male,69.0,6,White,99,5.0,1.0,0.0,0.3593503564624661,0.95
136849170.0,Female,72.0,6,White,99,2.0,3.0,0.0,-0.0975214133750658,1.22
136849210.0,Female,20.0,1,White,GCSE,5.0,1.0,0.0,0.3593503564624661,-1.88
136849250.0,Female,30.0,2,White,University,1.0,1.0,0.0,0.3593503564624661,-2.28
136849290.0,Male,76.0,7,White,ALevel,5.0,1.0,0.0,0.3593503564624661,-0.08
136850010.0,Female,20.0,1,White,99,5.0,1.0,0.0,0.3695030624588558,-0.41
136850050.0,Female,18.0,1,White,GCSE,5.0,4.0,0.0,0.1461435305382845,0.53
136850130.0,Female,35.0,3,White,University,1.0,1.0,0.0,99.0,1.0
136850170.0,Male,41.0,3,Black or Black British,University,1.0,1.0,0.0,0.1156854125491157,0.97
136850210.0,Female,79.0,7,White,Other,1.0,4.0,0.0,-0.2599647093172995,1.22
136850250.0,Female,63.0,5,White,Other,2.0,3.0,0.0,0.3491976504660765,0.73
136850290.0,Female,55.0,5,White,GCSE,1.0,4.0,0.0,0.1562962365346741,0.45
136851010.0,Male,51.0,4,White,99,5.0,2.0,0.0,0.3593503564624661,-1.21
136851170.0,Male,24.0,1,White,99,8.0,1.0,0.0,1.3238574261194782,-1.69
136851210.0,Female,35.0,3,White,99,5.0,2.0,0.0,0.3593503564624661,0.29
136851290.0,Male,89.0,7,White,99,1.0,2.0,0.0,-1.0518757770356884,1.22
136852010.0,Female,27.0,2,White,ALevel,1.0,2.0,0.0,-0.7980581271259483,0.18
136852050.0,Female,89.0,7,White,99,2.0,1.0,1.0,1.1208033061916862,1.22
136852090.0,Female,45.0,4,Asian or Asian British,99,3.0,1.0,1.0,1.7807291959570102,0.75
136852170.0,Male,37.0,3,Mixed,99,2.0,1.0,1.0,1.3340101321158675,-1.65
136852210.0,Female,53.0,4,White,99,5.0,1.0,0.0,1.5675223700328285,1.22
136852250.0,Male,78.0,7,White,99,5.0,1.0,0.0,0.3593503564624661,-0.98
136853050.0,Female,47.0,4,Asian or Asian British,Other,5.0,2.0,0.0,1.7807291959570102,1.22
136853090.0,Female,70.0,6,White,Other,5.0,1.0,0.0,-0.2904228273064683,-0.94
136853130.0,Female,30.0,2,White,ALevel,2.0,1.0,1.0,1.049734364216959,-1.93
136853170.0,Male,71.0,6,White,ALevel,5.0,2.0,1.0,1.0801924822061275,0.46
136853250.0,Female,38.0,3,White,University,5.0,1.0,0.0,0.2070597665166221,-0.37
136853290.0,Female,46.0,4,White,ALevel,2.0,1.0,0.0,1.7807291959570102,-0.19
136854010.0,Female,26.0,2,White,GCSE,2.0,1.0,0.0,-1.8133287267649083,-1.19
136854050.0,Male,25.0,2,White,University,1.0,1.0,0.0,0.1359908245418949,-0.44
136854090.0,Male,37.0,3,White,GCSE,5.0,2.0,0.0,-0.0975214133750658,-0.23
136854130.0,Male,19.0,1,White,99,8.0,2.0,0.0,0.613168006372206,-0.44
136854170.0,Female,42.0,3,White,GCSE,2.0,1.0,0.0,-2.4123383805518945,-1.46
136854210.0,Male,66.0,6,White,University,1.0,5.0,0.0,0.2172124725130117,-0.47
136854250.0,Male,78.0,7,White,GCSE,1.0,3.0,0.0,0.8568329502855566,-0.01
136854290.0,Female,52.0,4,White,GCSE,5.0,3.0,0.0,-2.27020049660244,-1.48
136855050.0,Male,45.0,4,Asian or Asian British,99,5.0,1.0,0.0,0.613168006372206,-0.53
136855090.0,Male,45.0,4,White,GCSE,1.0,1.0,1.0,-0.8386689511115067,-2.22
136855250.0,Female,70.0,6,White,99,5.0,1.0,0.0,1.5776750760292182,99.0
136855290.0,Male,49.0,4,White,99,5.0,1.0,0.0,0.1562962365346741,1.22
136856010.0,Female,60.0,5,White,GCSE,2.0,3.0,0.0,-0.0366051773967282,-0.94
136856050.0,Female,66.0,6,White,University,2.0,4.0,0.0,99.0,0.05
136856130.0,Male,54.0,4,White,ALevel,1.0,3.0,0.0,1.151261424180855,-0.02
136856170.0,Female,76.0,7,White,99,1.0,1.0,0.0,99.0,99.0
136856290.0,Female,68.0,6,White,99,5.0,4.0,0.0,0.8263748322963878,1.0
136856330.0,Male,39.0,3,White,99,5.0,4.0,0.0,1.7807291959570102,1.22
136857050.0,Female,65.0,6,White,99,6.0,1.0,1.0,-0.4731715352414811,-1.6
136857090.0,Female,58.0,5,White,GCSE,4.0,2.0,1.0,0.3593503564624661,-0.84
136857130.0,Female,36.0,3,White,University,5.0,2.0,0.0,0.8365275382927774,0.3
136857170.0,Female,60.0,5,White,99,5.0,1.0,0.0,1.7807291959570102,1.22
136857210.0,Male,69.0,6,White,99,4.0,3.0,0.0,-0.5340877712198188,0.79
136857250.0,Female,86.0,7,Black or Black British,99,5.0,1.0,0.0,1.3238574261194782,1.22
136857290.0,Female,27.0,2,White,99,3.0,2.0,0.0,1.7807291959570102,0.24
136858010.0,Female,45.0,4,White,GCSE,1.0,1.0,1.0,-0.3411863572884163,-0.26
136858210.0,Male,63.0,5,White,ALevel,4.0,1.0,0.0,0.1055327065527261,0.52
136858250.0,Male,56.0,5,White,GCSE,3.0,1.0,0.0,0.1562962365346741,-0.45
136858290.0,Female,37.0,3,White,University,1.0,3.0,1.0,0.613168006372206,-0.97
136858330.0,Female,30.0,2,White,ALevel,5.0,1.0,0.0,0.613168006372206,0.02
136859010.0,Male,60.0,5,White,ALevel,4.0,3.0,0.0,-1.975772022707142,0.99
136859050.0,Male,45.0,4,White,99,1.0,4.0,0.0,-0.067063295385897,0.95
136859090.0,Female,66.0,6,White,University,1.0,1.0,0.0,0.5624044763902581,-1.97
136859130.0,Male,77.0,7,White,GCSE,1.0,2.0,0.0,0.613168006372206,0.09
136859170.0,Male,21.0,1,White,University,4.0,4.0,0.0,0.1562962365346741,1.0
136859210.0,Male,23.0,1,White,University,1.0,1.0,0.0,-0.3411863572884163,0.74
136859250.0,Male,46.0,4,White,GCSE,5.0,2.0,0.0,-0.5543931832125979,0.55
136859290.0,Female,58.0,5,White,GCSE,1.0,1.0,0.0,0.3593503564624661,0.69
136860010.0,Female,57.0,5,White,99,2.0,3.0,0.0,-0.1279795313642346,-0.93
136860050.0,Male,45.0,4,White,ALevel,5.0,4.0,0.0,1.2832466021339195,0.74
136860090.0,Female,28.0,2,White,University,1.0,4.0,0.0,0.613168006372206,-0.09
136860130.0,Female,21.0,1,White,ALevel,5.0,3.0,0.0,1.7807291959570102,0.95
136860170.0,Male,80.0,7,White,ALevel,2.0,4.0,0.0,99.0,0.75
136860210.0,Male,52.0,4,White,University,4.0,4.0,0.0,1.7807291959570102,0.24
136860250.0,Male,33.0,2,White,University,1.0,2.0,0.0,-1.2549298969634803,1.22
136860290.0,Female,45.0,4,White,GCSE,5.0,2.0,1.0,0.3593503564624661,99.0
136861050.0,Female,55.0,5,White,University,1.0,2.0,1.0,99.0,0.35
136861090.0,Female,65.0,6,Mixed,University,1.0,3.0,0.0,0.1156854125491157,-0.49
136861130.0,Female,22.0,1,Mixed,GCSE,5.0,2.0,1.0,0.3593503564624661,-0.76
136861170.0,Male,70.0,6,White,99,5.0,2.0,0.0,-1.488442134880441,-0.06
136861210.0,Female,36.0,3,Black or Black British,99,6.0,1.0,0.0,99.0,-0.97
136862050.0,Male,61.0,5,White,99,5.0,3.0,0.0,-1.5087475468732203,-1.36
136862090.0,Female,48.0,4,White,University,1.0,5.0,0.0,0.8162221262999981,0.26
136862130.0,Male,92.0,7,White,99,2.0,2.0,0.0,1.5776750760292182,1.0
136862170.0,Male,49.0,4,White,University,1.0,2.0,0.0,1.7807291959570102,-0.22
136862210.0,Female,24.0,1,White,University,7.0,2.0,0.0,-0.5442404772162083,-1.18
136862250.0,Female,81.0,7,White,ALevel,5.0,3.0,0.0,0.1461435305382845,0.27
136862290.0,Female,78.0,7,White,Other,2.0,5.0,0.0,-0.3005755333028579,1.22
136862330.0,Male,57.0,5,White,University,1.0,5.0,0.0,0.1156854125491157,0.95
136863010.0,Female,33.0,2,White,ALevel,1.0,3.0,0.0,0.1156854125491157,1.0
136863130.0,Female,78.0,7,White,99,1.0,2.0,0.0,-0.067063295385897,0.78
136863170.0,Female,22.0,1,White,University,2.0,3.0,1.0,0.8771383622783356,0.21
136863250.0,Female,80.0,7,White,University,2.0,5.0,0.0,-0.1482849433570138,0.75
136863290.0,Female,55.0,5,White,GCSE,3.0,3.0,0.0,-0.4934769472342603,-0.02
136864010.0,Female,36.0,3,White,University,5.0,3.0,0.0,0.613168006372206,1.22
136864130.0,Male,68.0,6,White,GCSE,2.0,2.0,0.0,-0.7980581271259483,-0.73
136864210.0,Male,62.0,5,White,University,4.0,1.0,0.0,0.9279018922602836,-0.73
136864290.0,Female,63.0,5,White,University,5.0,2.0,0.0,-0.0366051773967282,1.0
136865050.0,Female,72.0,6,Asian or Asian British,Other,1.0,5.0,0.0,1.5269115460472702,0.75
136865090.0,Female,54.0,4,White,University,1.0,4.0,0.0,0.613168006372206,1.22
136865130.0,Male,61.0,5,White,ALevel,3.0,4.0,0.0,-0.3513390632848059,1.22
136865170.0,Male,25.0,2,White,University,1.0,3.0,0.0,1.2933993081303092,1.22
136865210.0,Female,32.0,2,White,University,1.0,3.0,0.0,99.0,0.97
136865250.0,Female,32.0,2,White,University,5.0,4.0,0.0,-0.5543931832125979,0.47
136865290.0,Male,39.0,3,White,University,3.0,4.0,0.0,-0.5442404772162083,0.22
136866010.0,Male,56.0,5,White,99,5.0,4.0,0.0,0.2070597665166221,-1.02
136866050.0,Female,45.0,4,White,GCSE,1.0,4.0,0.0,-1.0518757770356884,0.78
136866090.0,Female,52.0,4,White,GCSE,2.0,4.0,0.0,1.3644682501050367,-0.53
136866170.0,Male,68.0,6,White,99,5.0,5.0,0.0,-0.5950040071981564,-0.01
136866250.0,Male,53.0,4,White,University,1.0,5.0,0.0,-0.3411863572884163,-1.49
136866290.0,Male,39.0,3,White,99,5.0,5.0,0.0,0.3796557684552454,1.22
136866330.0,Male,44.0,3,White,University,1.0,5.0,1.0,-1.0518757770356884,0.65
136866370.0,Male,33.0,2,White,GCSE,2.0,5.0,0.0,-0.067063295385897,0.26
136866410.0,Female,71.0,6,White,ALevel,4.0,5.0,0.0,-0.0569105893895074,0.26
136867010.0,Female,30.0,2,White,University,1.0,4.0,0.0,0.3593503564624661,-0.0
136867170.0,Female,31.0,2,White,University,5.0,3.0,1.0,0.3593503564624661,0.13
136867250.0,Female,35.0,3,White,ALevel,5.0,5.0,0.0,0.3593503564624661,0.73
136868090.0,Male,63.0,5,White,University,1.0,2.0,0.0,1.7807291959570102,0.49
136868210.0,Male,56.0,5,White,Other,8.0,2.0,0.0,1.3644682501050367,0.5
136868250.0,Male,33.0,2,White,University,1.0,2.0,0.0,-0.0569105893895074,0.49
136869010.0,Female,23.0,1,White,ALevel,2.0,5.0,0.0,-0.6153094191909355,-0.66
136869090.0,Male,69.0,6,White,University,5.0,2.0,0.0,-1.7625651967829603,-0.49
136869210.0,Male,38.0,3,Asian or Asian British,University,1.0,3.0,1.0,-2.7169195604435825,-1.2
136869250.0,Male,26.0,2,White,University,1.0,5.0,0.0,0.5624044763902581,1.22
136869290.0,Female,52.0,4,White,GCSE,4.0,3.0,1.0,-0.0366051773967282,-1.45
136870050.0,Female,61.0,5,White,99,5.0,1.0,0.0,1.7807291959570102,-0.44
136870090.0,Female,22.0,1,White,University,1.0,3.0,1.0,99.0,0.5
136870170.0,Male,60.0,5,White,GCSE,3.0,4.0,0.0,-1.0417230710392988,0.21
136870210.0,Female,66.0,6,White,99,5.0,3.0,0.0,1.0801924822061275,1.22
136870290.0,Female,60.0,5,White,ALevel,4.0,5.0,0.0,1.5776750760292182,0.95
136871050.0,Male,42.0,3,White,GCSE,5.0,1.0,0.0,-1.0518757770356884,-0.28
136871090.0,Female,19.0,1,White,GCSE,5.0,1.0,0.0,1.7807291959570102,-1.47
136871130.0,Male,65.0,6,White,99,2.0,2.0,0.0,0.3593503564624661,0.5
136871170.0,Female,33.0,2,White,GCSE,1.0,3.0,0.0,0.3593503564624661,0.43
